ITEM_ID,ITEM_NAME,CATEGORY_L1,USER_ID
24f8ba65-f4e1-4cd1-8a6e-cb3ea490890a,Brown Boots,footwear,1175
ca25b000-2e61-4d1d-b4f5-02263bb3e93f,Nude Heels,footwear,1175
54dc5dd9-3df4-410a-ae55-54844988a0ca,Dog Accessory,outdoors,1175
059bd8bd-e3ac-423b-9b2d-0743589ba39b,White Heels,footwear,1175
336ab80b-95c7-4290-97cb-f4d7744cc26e,Light Gray Sneakers,footwear,1175
32bc7c48-685e-4029-809e-6cfee53a83e9,White Heels,footwear,1175
fee00f2f-e2cf-466f-86e9-f67d0c1ec26c,Pink And Green Sneakers,footwear,1175
0b7cbd19-b968-47c5-87c8-e0f34b001e6e,Blue Sneakers,footwear,1175
65e1842f-0cbf-4a8a-a30e-b5de1e2b6bcd,Supercool Sandals,footwear,1175
fb25a396-0a15-4a43-816c-ba79cad09621,Sparkly Heels,footwear,1175
1513d9f0-bb81-4b0c-bab5-20e8ea67c104,Toothbrush,beauty,3240
1dddc877-52ac-480c-b786-2dbd2be70c04,Visit Iceland,books,3240
e093925f-ea8c-4409-a00f-3d725cc463fb,Swedish Cuisine,books,3240
4f9e1247-5342-4a79-ae6d-e53d083840a8,Visit Britain,books,3240
4adabef5-293b-42c0-b6d1-1cf853f6391d,Visit China,books,3240
a7aeba8c-1feb-4f9c-94d8-031612c55fb8,Visit Russia,books,3240
ab228b40-f692-4662-9986-6d8184dda20b,Beauty Balm,beauty,3240
4f13bb6a-20f0-4067-a33d-6585b3cd26f2,Chinese Cuisine,books,3240
5e1679f5-2a52-44be-8453-760bf61d43b4,French Cuisine,books,3240
fd34b35b-de76-496e-89f1-6ef65969e1a4,Visit Mexico,books,3240
1811c348-a164-4305-97e2-bd0427074f30,Cute Dress,apparel,2072
4f9e1247-5342-4a79-ae6d-e53d083840a8,Visit Britain,books,2072
4509f2ec-2ed9-4906-ab6c-97f8f945defb,Dark Slate Gray Jacket,apparel,2072
d37f2c71-3ed8-4b5c-b65d-06bb3ca69943,Checkered Shirt,apparel,2072
7397bcf5-06c0-4aee-922f-8d111c10e090,Strappy Heels,footwear,2072
2dc771b7-69ed-45d4-9a60-ce9f83ac25a4,Japanese Cuisine,books,2072
23e77743-ff28-400a-811f-e08d3cab5e45,Ultrachic Scarf,apparel,2072
6fc26dd9-832e-449e-88f5-b7e3e79e4a4a,Sassy Socks,apparel,2072
57aaa8c6-e8ba-4128-b3c6-daac8d023624,First-rate Socks,apparel,2072
9cc46ed9-287c-4ce8-bdb5-8e1fed177dd5,Italian Cuisine,books,2072
642a675e-49e1-477a-97d8-6852380988b2,Dandyish Bracelet,jewelry,2088
26744e55-7e27-4192-be27-af96c812fd3e,Massage Oil,beauty,2088
b3ac3191-20ee-491c-8a24-42e0889152ef,Toothbrush,beauty,2088
5d697560-14a3-4e76-8a3a-5e5c5b5b3353,Steel Scissors,beauty,2088
afdd9c41-2762-45bf-b6a7-e3fb8f1b34ba,Minimalistic Razor,beauty,2088
1db377d7-b12b-4e5a-88b1-c73ce1e2d020,hip Necklace,jewelry,2088
