ITEM_ID,ITEM_NAME,CATEGORY_L1,USER_ID
d3707d88-756b-4937-b0d4-d7c84e4cc14e,Wrench,tools,3156
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,3156
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,3156
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,3156
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,3156
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,3156
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,3156
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,3156
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,3156
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,3156
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,332
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,332
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,332
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,332
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,332
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,332
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,332
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,332
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,332
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,332
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,3981
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,3981
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,3981
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,3981
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,3981
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,3981
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,3981
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,3981
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,3981
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,3981
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,3905
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,3905
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,3905
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,3905
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,3905
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,3905
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,3905
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,3905
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,3905
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,3905
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,4135
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,4135
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,4135
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,4135
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,4135
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,4135
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,4135
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,4135
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,4135
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,4135
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,777
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,777
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,777
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,777
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,777
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,777
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,777
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,777
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,777
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,777
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,4363
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,4363
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,4363
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,4363
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,4363
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,4363
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,4363
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,4363
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,4363
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,4363
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,2541
d3707d88-756b-4937-b0d4-d7c84e4cc14e,Wrench,tools,2541
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,2541
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,2541
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,2541
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,2541
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,2541
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,2541
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,2541
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,2541
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,2705
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,2705
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,2705
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,2705
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,2705
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,2705
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,2705
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,2705
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,2705
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,2705
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,2899
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,2899
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,2899
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,2899
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,2899
4434a6d2-bcdd-43f9-b910-26d926ec7c34,Brown Leather Sofa,furniture,2899
4ac6fe0c-cc84-4c7b-99e3-45c95de4e68f,Utensils Set,housewares,2899
c26266b9-e809-4543-a6e2-b70a56b4c362,Apple Pie,groceries,2899
5ced3c03-4769-4822-8151-8c30e45fdf25,Fashionable Scarf,apparel,2899
98d900ee-a0d1-4bc2-9eab-79ebf422503e,Black Winter Jacket,apparel,2899
26bb732f-9159-432f-91ef-bad14fedd298,Kettle,housewares,1676
8d1c9e6d-f08c-4043-823c-a38ee2d28e86,Trendy Shirt,apparel,1676
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,apparel,1676
4dc7226a-2225-488d-8f58-fe5efc2710c8,Frame,homedecor,1676
a2878ed2-e908-4f2b-b973-fa7b2b155a37,Christmas Candy,seasonal,1676
