ITEM_ID,Predictions,USER_ID
56e24d72-d09a-4ec5-8da9-d840c9f4795f,1.109496721671818,3156
e9771bb4-cac0-45b4-9e7f-9928ea597e4d,0.7367580414124981,3156
ba0c2cb6-26b8-488f-81ad-0fa52eb04940,0.610652332940013,3156
c9eed2f3-8275-47a6-b485-166162262c70,0.5644993748736765,3156
092a278e-4d04-4ce3-bc18-e8a0491a9fb5,0.5180307530675691,3156
5d6023ca-e614-49ea-aa61-643d9f7284d7,0.47454663044237994,3156
9257351d-59f7-481a-86c4-30dea451afa2,0.4715551820411012,3156
6c5a41f0-8df6-4279-802e-f06d00c0fb0e,0.4665908276623913,3156
36671dac-7e57-46ee-a00f-99a7224d61d2,0.45961269367974,3156
5d697560-14a3-4e76-8a3a-5e5c5b5b3353,0.4110722222412579,3156
d78a318a-ca96-4bb3-9f9f-90847b105f2a,1.4216058080556928,332
5449ebf6-1579-4fdc-8e02-7f631d2cdfbd,1.232356247748688,332
a4ea1f55-4f9e-4efa-ab32-343676b69593,1.2058338616400115,332
692ce7b7-54ec-422e-b40f-cd9967475263,1.050486924578221,332
03685e08-6d30-4e4e-a85e-9e525894c9ea,0.9895154949072198,332
647094ec-04d2-438b-a36f-2942945a6dc0,0.9359138819544803,332
fe96a096-a0b6-4b20-a332-e11db6c0c7b0,0.9143080756945076,332
7d359a18-e81a-450b-beb1-db85aa699629,0.7939080356114329,332
afdd9c41-2762-45bf-b6a7-e3fb8f1b34ba,0.7461568958755507,332
9257351d-59f7-481a-86c4-30dea451afa2,0.7063103301226856,332
101e4a54-17d9-4e51-a6fa-53bc5abc141a,0.3679724590379655,3981
5d6023ca-e614-49ea-aa61-643d9f7284d7,0.3486114552703618,3981
fee00f2f-e2cf-466f-86e9-f67d0c1ec26c,0.34037494602670687,3981
9802c245-7bca-4541-b68e-008df7673639,0.3253776931575495,3981
32bc7c48-685e-4029-809e-6cfee53a83e9,0.32299651277543423,3981
65e1842f-0cbf-4a8a-a30e-b5de1e2b6bcd,0.31880102813073324,3981
336ab80b-95c7-4290-97cb-f4d7744cc26e,0.31282330448934687,3981
fb25a396-0a15-4a43-816c-ba79cad09621,0.30775532902782105,3981
096534d1-ec28-4b3d-9b51-7feaa6aa5abc,0.3044010675468904,3981
56008ed5-8ead-40fa-829f-73eba95b1c03,0.3030480437612006,3981
7bc976b5-c78c-42aa-a4b2-dd734ce1047f,1.0415362336055802,3905
a58cc0a2-d54f-4e5a-85e7-e8c530592b76,0.6903578667632999,3905
b1b2b98b-5fbd-4e05-9d9f-e557409a37df,0.6767366223018323,3905
bc052ec3-025a-40e2-9061-e607dc9eb048,0.6696530718578382,3905
a74abb1e-026e-43ea-a5ba-233cdd114637,0.5954761839070519,3905
6d46b8f7-8902-418c-a412-0210cdaaf19b,0.5953317123866207,3905
6dc07033-24b9-4467-bd32-31a2e9ccb404,0.5430105303504376,3905
9dab47f8-83a3-45e8-b2d1-377365203bf4,0.4878885821150893,3905
a47d8064-2c40-408e-8aca-e27e416d22b9,0.4723322645909624,3905
8098e201-83ec-410d-8f6d-0ef0694f06e6,0.45610690779258095,3905
4994caee-f0b7-4ce8-a4df-d542ce1d9bda,2.0024858749012586,4135
26f3ac16-179b-4886-8ace-e9e83855e86b,1.5961052814202792,4135
5e8a2b0f-899c-4061-a8d1-97cad4347803,1.544748017282198,4135
93cb359c-94a9-4ff9-937b-b059506ba77d,1.5195022924258563,4135
ab228b40-f692-4662-9986-6d8184dda20b,1.2464317092606527,4135
5858c342-2d79-4abe-91b4-d794c16b96d1,1.1476794783264443,4135
b87da3f8-9a3e-417d-abd7-16329c5be1ba,1.0548073501406154,4135
e61bf678-89b5-4214-80db-a5cf4539c541,1.0098047090251272,4135
f1458cf0-e8a8-46f8-981a-5e0b74c87e92,0.9111334956377972,4135
692ce7b7-54ec-422e-b40f-cd9967475263,0.9024702854792446,4135
14e0e6a6-9818-4d5c-b799-3aad09370907,0.9458795834686496,777
9f251479-7904-4563-b826-cd4f3739949b,0.8241027669516359,777
0c687920-9e48-4937-87fe-472911249386,0.611006227835822,777
54dc5dd9-3df4-410a-ae55-54844988a0ca,0.5948451696882049,777
31eef6b5-781e-4353-a851-d73ff9c22f9a,0.5540431414128265,777
94ff973a-3b0a-48d0-a182-c3abba01d61e,0.5186086696775069,777
322c0e7a-4ab8-485d-b3c4-234a5962562d,0.4840317198501074,777
a051511e-d3ac-46d3-ac9c-e82fa8e60a3e,0.4579278425746144,777
b884792f-6c44-478e-ae0b-eae89f284f3b,0.44550688226807833,777
28798011-16bb-4213-aac0-92cc362446f9,0.42664793413747015,777
2b1a78db-aab8-41e1-b8e4-9582c886124b,0.306085066381849,4363
c9eed2f3-8275-47a6-b485-166162262c70,0.26800496809184143,4363
e588910b-a9fb-4717-a2c0-5c476505b5d2,0.2081413823182137,4363
6d5b3f03-ade6-42f7-969d-acd1f2162332,0.19099692415756378,4363
